bookID,title,authors,language_code,num_pages,publication_date
19307,Pippi in the South Seas,Astrid Lindgren/Gerry Bothmer,eng,126,9/18/1959
19308,Pippi Goes on Board,Astrid Lindgren/Florence Lamborn/Nancy Seligsohn,eng,140,2/24/1977
19311,The Children of Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,eng,128,02/02/1988
19312,The Brothers Lionheart,Astrid Lindgren/Ilon Wikland/Jill M. Morgan,eng,231,12/31/2004
19313,Christmas in Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,eng,32,10/29/1981
19314,Ronia  the Robber's Daughter,Astrid Lindgren/Patricia Crampton,eng,176,02/05/1985
19315,Happy Times in Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,eng,128,07/01/2003
19316,Pippi Calzaslargas (Pippi Calzaslargas  #1),Astrid Lindgren/Blanca Ríos/Richard Kennedy,spa,137,07/01/2005
19318,The Tomten,Astrid Lindgren/Harald Wiberg,eng,32,10/06/1997
19319,Lotta on Troublemaker Street,Astrid Lindgren/Robin Preiss Glasser,eng,55,10/01/2001
19321,The Tale of Peter Rabbit,Beatrix Potter,eng,72,03/07/2002
19322,The Tale of Peter Rabbit: A Pop-up Adventure,Beatrix Potter,eng,16,02/02/2006
19323,Tale of Peter Rabbit,Beatrix Potter,eng,80,10/21/2004
19327,The Tale of Peter Rabbit,Beatrix Potter,eng,80,12/28/2006
19331,Beatrix Potter's Journal,Beatrix Potter,eng,32,10/19/2006
19333,The World of Peter Rabbit (Original Peter Rabbit  Books 1-23),Beatrix Potter,eng,1072,05/04/2006
19335,Beatrix Potter: A Life in Nature,Linda Lear,eng,584,01/09/2007
19337,The Tale of the Flopsy Bunnies,Beatrix Potter,eng,58,03/07/2002
19347,Treasure Island,Chris Tait/Robert Louis Stevenson/Lucy Corvino/Arthur Pober,eng,160,03/01/2005
19350,The Epic of Gilgamesh,Anonymous/N.K. Sandars,eng,127,06/01/1976
19351,The Epic of Gilgamesh,Anonymous/N.K. Sandars,eng,120,05/04/2006
19352,The Epic of Gilgamesh,Anonymous/Maureen Kovacs,eng,122,08/01/1989
19353,The Evolution of the Gilgamesh Epic,Jeffrey H. Tigay,eng,384,2/21/2003
19354,The Gilgamesh Epic and Old Testament Parallels,Alexander Heidel,eng,280,9/15/1963
19361,The Scarlet Letter and Other Writings,Nathaniel Hawthorne/Eugene Hudson Long/Seymour L. Gross/Richard C. Beatty/Sculley Bradley/Richmond Croom Beatty,eng,443,02/01/1978
19370,The Adventures of Huckleberry Finn,Mark Twain/Scott McKowen/Arthur Pober,eng,305,10/28/2006
19371,The Adventures of Huckleberry Finn,Mark Twain/Peter Coveney,eng,394,1/30/2003
19373,Mark Twain's Adventures of Huckleberry Finn,Mark Twain/Richard P. Wasowski,eng,264,05/01/2001
19377,Collected Tales  Sketches  Speeches  & Essays 1852–1890,Mark Twain/Louis J. Budd,eng,1120,10/15/1992
19379,Mark Twain's Own Autobiography: The Chapters from the North American Review,Mark Twain/Michael J. Kiskis,eng,301,10/01/1990
19381,Candide,Voltaire/Robert M. Adams,fre,224,3/19/1991
19382,Candide and Other Stories (World's Classics),Voltaire/Roger Pearson,eng,301,07/06/2006
19383,Cliffs Notes on Voltaire's Candide,James K. Lowers/CliffsNotes/Voltaire,eng,80,3/29/1965
19384,Candide: or  Optimism,Voltaire/Peter Constantine/Diane Johnson,eng,144,10/11/2005
19386,Candide and Related Writings,Voltaire/David Wootton,fre,190,9/15/2000
19390,Philosophical Dictionary,Voltaire/Theodore Besterman,eng,400,9/27/1979
19393,What Is Goth?,Aurelio Voltaire,eng,96,08/01/2004
19396,The Picture of Dorian Gray,Oscar Wilde/Andrew Elfenbein,eng,352,10/01/2006
19397,The Real Trial of Oscar Wilde,Merlin Holland,eng,384,10/05/2004
19398,Complete Shorter Fiction,Oscar Wilde/Isobel Murray,eng,288,03/05/1998
19399,The Unmasking of Oscar Wilde,Joseph Pearce,eng,412,6/15/2005
19400,The Decline and Fall of the Roman Empire,Edward Gibbon/Daniel J. Boorstin/Giovanni Battista Piranesi/Hans-Friedrich Mueller,eng,1312,08/12/2003
19401,The Decline and Fall of the Roman Empire,Edward Gibbon/Daniel J. Boorstin/Hans-Friedrich Mueller/Giovanni Battista Piranesi,eng,1258,03/01/2003
19403,The Decline and Fall of the Roman Empire,Edward Gibbon/Hugh Trevor-Roper,eng,680,08/04/2005
19406,The Decline and Fall of the Roman Empire,Edward Gibbon,eng,1952,10/01/1994
19409,The Christians and the Fall of Rome (Great Ideas),Edward Gibbon,eng,96,09/06/2005
19411,The Portable Gibbon: The Decline and Fall of the Roman Empire,Edward Gibbon/Dero A. Saunders/Charles Alexander Robinson Jr.,eng,691,6/30/1977
19412,They Cage the Animals at Night,Jennings Michael Burch,eng,304,10/01/1985
19413,The Quilter's Homecoming (Elm Creek Quilts  #10),Jennifer Chiaverini,eng,320,04/10/2007
19416,Absolutely Normal Chaos,Sharon Creech,en-GB,201,09/07/2007
19428,The Abominable Snowman Doesn't Roast Marshmallows (The Adventures of the Bailey School Kids  #50),Debbie Dadey/Marcia Thornton Jones,eng,96,03/01/2005
19430,Santa Claus Doesn't Mop Floors (The Adventures of the Bailey School Kids  #3),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,eng,80,10/01/1991
19432,Angels Don't Know Karate (The Adventures Of The Bailey School Kids  #23),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,eng,67,11/01/1996
19433,Werewolves Don't Run for President (The Adventures of the Bailey School Kids  #49),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,eng,96,10/01/2004
19435,Vampires Don't Wear Polka Dots (The Adventures of the Bailey School Kids  #1),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,eng,80,01/01/1991
19436,Werewolves Don't Go to Summer Camp (The Adventures of the Bailey School Kids  #2),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,eng,96,07/01/1991
19437,Phantoms Don't Drive Sports Cars (The Adventures of the Bailey School Kids  #32),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,eng,80,09/01/1998
19439,My Perfect Life (Confessions of a Teenage Drama Queen  #2),Dyan Sheldon,eng,208,03/03/2005
19444,Be Happy or I'll Scream!: My Deranged Quest for the Perfect Husband  Family  and Life,Sheri Lynch,eng,240,02/06/2007
19445,A Guide to the Words of My Perfect Teacher,Ngawang Pelzang/Padmakara Translation Group/Patrul Rinpoche/Alak Zenkar,eng,336,6/22/2004
19448,All-American Girl (All-American Girl  #1),Meg Cabot,eng,398,7/22/2003
19452,Ready or Not (All-American Girl  #2),Meg Cabot,eng,238,08/01/2005
19456,Ready or Not (All-American Girl  #2),Meg Cabot,eng,238,04/12/2006
19462,The Perfect Score (It's All About Attitude #5),Julie Kenner,eng,240,7/25/2006
19469,The Face on the Milk Carton (Janie Johnson  #1),Caroline B. Cooney,eng,192,4/13/1996
19474,Teen Angst? Naaah...,Ned Vizzini,eng,279,8/13/2002
19475,It's Kind of a Funny Story,Ned Vizzini,eng,444,04/01/2006
19476,Be More Chill,Ned Vizzini,eng,287,09/01/2005
19483,Collected Prose: Autobiographical Writings  True Stories  Critical Essays  Prefaces  and Collaborations with Artists,Paul Auster,eng,528,03/01/2005
19484,Hand to Mouth: A Chronicle of Early Failure,Paul Auster,eng,176,08/01/2003
19485,The Book of Illusions,Paul Auster,eng,336,09/04/2003
19487,City of Glass: The Graphic Novel,Paul Karasik/David Mazzucchelli/Paul Auster/Art Spiegelman,eng,144,02/03/2005
19496,Moonraker,Ian Fleming,en-GB,247,06/03/2004
19498,Moonraker's Bride,Madeleine Brent,eng,352,01/01/1973
19501,Eat  Pray  Love,Elizabeth Gilbert,eng,368,02/01/2007
19503,Eat  Pray  Love: One Woman's Search for Everything Across Italy  India and Indonesia,Elizabeth Gilbert,eng,13,09/01/2006
19506,The World as Will and Representation  Vol. 1,Arthur Schopenhauer/Judith Norman/E.F.J. Payne/Alistair Welchman/Christropher Janaway,eng,534,06/01/1966
19508,The Schopenhauer Cure,Irvin D. Yalom,eng,358,01/03/2006
19510,Essays and Aphorisms,Arthur Schopenhauer/R.J. Hollingdale,eng,240,8/26/1976
19511,Essay on the Freedom of the Will,Arthur Schopenhauer/Konstantin Kolenda,eng,128,05/06/2005
19512,Schopenhauer: A Very Short Introduction,Christopher Janaway,eng,137,2/21/2002
19528,The Mandarins,Simone de Beauvoir/Leonard M. Friedman,eng,752,05/03/2005
19531,Les Mandarins: Tome 2,Simone de Beauvoir,fre,500,06/09/1972
19532,Die Mandarins von Paris,Simone de Beauvoir,ger,1040,01/01/2000
19534,The Brothers K,David James Duncan,eng,645,06/01/1996
19542,Where the Wild Things Are,Maurice Sendak,eng,40,12/26/2012
19546,野獸國 (漢聲精選世界最佳兒童圖畫書．心理成長類  #36),Maurice Sendak,zho,36,03/01/1987
19552,Essentials of Classic Italian Cooking,Marcella Hazan/Karin Kretschmann,eng,704,10/27/1992
19560,The Italians: A Full-Length Portrait Featuring Their Manners and Morals,Luigi Barzini/Joan Emerson,eng,352,07/03/1996
19563,Peking to Paris,Luigi  Barzini/L.P. De Castelvecchio,eng,308,12/01/1973
19564,The Lost Lunar Baedeker: Poems of Mina Loy,Mina Loy/Roger L. Conover,eng,256,04/08/1997
19571,Paris Was Yesterday  1925-1939,Janet Flanner/Irving Drutman,eng,264,4/18/1988
19578,Lost Boy Lost Girl,Peter Straub,eng,368,9/28/2004
19580,Shadowland,Peter Straub,eng,468,03/04/2003
19581,Ghost Story,Peter Straub,eng,567,09/01/1989
19587,Territoires (Le talisman des territoires  #2),Stephen King/Peter Straub/Bernard Cohen,fre,556,10/21/2002
19593,Floating Dragon,Peter Straub,eng,595,08/05/2003
19595,The Color of Water: A Black Man's Tribute to His White Mother,James   McBride,eng,328,02/07/2006
19596,Color: A Natural History of the Palette,Victoria Finlay,eng,464,12/30/2003
19599,Vincent's Colors,Vincent van Gogh/Metropolitan Museum of Art/William Lach,eng,48,9/29/2005
19605,Flinx's Folly (Pip & Flinx #9),Alan Dean Foster,eng,288,9/28/2004
19608,The Doctor's House,Ann Beattie,eng,288,02/11/2003
19610,Chilly Scenes of Winter,Ann Beattie,en-GB,288,01/02/1991
19613,What Life Was Like in the Realm of Elizabeth: England  AD 1533-1603 (What Life Was Like),Time-Life Books,eng,144,5/24/1999
19614,What Life Was Like In the Age of Chivalry: Medieval Europe  AD 800-1500 (What Life Was Like),Denise Dersin,eng,168,5/24/1999
19615,What Life Was Like on the Banks of the Nile: Egypt  3050-30 BC,Denise Dersin,eng,192,5/24/1999
19617,What Life Was Like at the Rebirth of Genius: Renaissance Italy  AD 1400-1550 (What Life Was Like),Richard Stapleford/Time-Life Books,eng,168,09/01/1999
19618,What Life Was Like Among Druids and High Kings: Celtic Ireland  AD 400-1200 (What Life Was Like),Robin Chapman Stacey,eng,144,5/24/1999
19619,What Life Was Like Amid Splendor and Intrigue: Byzantine Empire  AD 330-1453,Ellen Anker/Denise Dersin,eng,144,5/24/1999
19620,What Life Was Like in the Time of War and Peace: Imperial Russia  AD 1696-1917 (What Life Was Like),Time-Life Books,eng,144,09/01/1999
19621,What Life Was Like in the Jewel in the Crown: British India  AD 1600-1905,Time-Life Books,eng,168,09/01/1999
19631,Birds of America,Lorrie Moore,eng,291,9/23/1999
19633,Self-Help,Lorrie Moore,eng,176,01/10/1998
19634,Who Will Run the Frog Hospital?,Lorrie Moore,eng,160,4/13/2004
19661,Family Matters,Rohinton Mistry,eng,500,11/18/2003
19662,Tales from Firozsha Baag [Jan 01  2002] Mistry  Rohinton,Rohinton Mistry,eng,250,01/01/2002
19668,Without Remorse (John Clark  #1; Jack Ryan Universe Publication Order #6),Tom Clancy,eng,750,08/01/1994
19669,Clave Red Rabbit (Jack Ryan  #2),Tom Clancy/Enric Tremps,spa,720,02/01/2006
19670,Debt of Honor (Jack Ryan  #7),Tom Clancy,eng,990,08/01/1995
19671,The Archimedes Effect (Tom Clancy's Net Force  #10),Steve Perry/Larry Segriff/Tom Clancy/Steve Pieczenik,eng,336,02/07/2006
19672,Hidden Agendas (Tom Clancy's Net Force  #2),Steve Perry/Tom Clancy/Steve Pieczenik,eng,366,10/28/1999
19673,Marine: A Guided Tour of a Marine Expeditionary Unit (Guided Tour),Tom Clancy,eng,336,11/01/1996
19674,The Teeth of the Tiger (Jack Ryan Universe  #12),Tom Clancy,eng,625,8/26/2004
19675,Executive Orders (Jack Ryan  #8),Tom Clancy,eng,1273,01/01/1998
19676,State of War (Tom Clancy's Net Force  #7),Steve Perry/Tom Clancy/Steve Pieczenik/Larry Segriff,eng,384,03/04/2003
19677,Every Man a Tiger: The Gulf War Air Campaign (Commanders),Tom Clancy/Chuck Horner,eng,640,12/06/2005
19679,Wild Card (Tom Clancy's Power Plays  #8),Jerome Preisler/Tom Clancy/Martin Greenberg,eng,352,11/02/2004
19681,Carrier: A Guided Tour of an Aircraft Carrier (Guided Tour),Tom Clancy/Leon A. Edney,eng,368,02/01/1999
19682,Cloak and Dagger (Tom Clancy's Net Force Explorers  #17),John Helfers/Russell Davis/Tom Clancy/Steve Pieczenik,eng,208,03/04/2003
19683,Cybernation (Tom Clancy's Net Force  #6),Steve Perry/Tom Clancy/Steve Pieczenik,eng,368,11/01/2001
19684,Virtual Vandals (Tom Clancy's Net Force Explorers  #1),Diane Duane/Tom Clancy/Steve Pieczenik,eng,192,02/01/1999
19685,Cutting Edge (Tom Clancy's Power Plays  #6),Jerome Preisler/Tom Clancy/Martin Greenberg,eng,432,11/05/2002
19686,Mission of Honor (Tom Clancy's Op-Center  #9),Jeff Rovin/Tom Clancy/Steve Pieczenik,eng,432,06/04/2002
19687,The Bear and the Dragon (John Clark  #3),Tom Clancy,eng,1137,08/01/2001
19688,Breaking Point (Tom Clancy's Net Force  #4),Steve Perry/Tom Clancy/Steve Pieczenik,eng,368,10/01/2000
19689,Airborne: A Guided Tour Of An Airborne Task Force,Tom Clancy,eng,326,11/01/1997
19707,Red Rabbit (Jack Ryan  #2),Tom Clancy,eng,640,8/26/2002
19712,John Deere Farm Tractors: A History of the John Deere Tractor,Randy Leffingwell,eng,192,09/01/1993
19764,Corvette: Fifty Years,Randy Leffingwell/David Newhardt,eng,384,10/23/2004
19768,Tough to Tackle,Matt Christopher/Harvey Kidder,eng,139,9/30/1987
19780,Complete Guide to OneNote,W. Frederick Zimmerman/Chris Pratley,eng,412,11/17/2003
19786,The Goon Show  Volume 4: My Knees Have Fallen Off!,NOT A BOOK,eng,2,04/01/1996
19787,The Goon Show: Moriarty Where Are You?,NOT A BOOK,eng,2,3/30/2005
19788,The Goon Show  Volume 11: He's Fallen in the Water!,NOT A BOOK,eng,2,10/02/1995
19792,Power: Die 48 Gesetze Der Macht,Robert Greene/Birgit Brandau/Hartmut Schickert,ger,536,10/01/2001
19794,The Echo Maker,Richard Powers,eng,451,10/17/2006
19795,Power vs. Force,David R. Hawkins,eng,341,03/05/2002
19797,The Power of Art,Simon Schama,eng,448,11/10/2006
19801,Goodbye  Darkness: A Memoir of the Pacific War,William Manchester,eng,401,04/12/2002
19802,A World Lit Only by Fire: The Medieval Mind and the Renaissance: Portrait of an Age,William Manchester,eng,322,06/01/1993
19803,The Last Lion 2: Winston Spencer Churchill: Alone  1932-40,William Manchester,eng,756,10/28/1988
19807,The Glory and the Dream: A Narrative History of America 1932-72,William Manchester,eng,1397,07/01/1984
19808,The Last Lion: Winston Spencer Churchill: Visions of Glory  1874-1932,William Manchester,eng,992,5/30/1983
19809,The Last Lion: Winston Spencer Churchill: Visions of Glory 1874-1932,William Manchester,eng,992,04/01/1984
19818,Moon-Flash (Kyreol  #1-2),Patricia A. McKillip,eng,304,3/17/2005
19819,Harrowing the Dragon,Patricia A. McKillip,eng,308,11/07/2006
19820,Cygnet (Cygnet  #1-2),Patricia A. McKillip,eng,406,03/06/2007
19822,Solstice Wood (Winter Rose  #2),Patricia A. McKillip,eng,278,01/02/2007
19823,Od Magic,Patricia A. McKillip,eng,315,06/06/2006
19844,25 Ways to Win with People: How to Make Others Feel Like a Million Bucks,John C. Maxwell/Les Parrott III,eng,208,06/05/2005
19847,Winning with People Workbook,John C. Maxwell,eng,256,09/10/2005
19858,Thornhold (The Harpers  #16; Songs & Swords  #4),Elaine Cunningham,eng,384,12/27/2011
19859,The Best of the Realms: The Stories of Elaine Cunningham (Forgotten Realms: The Best of the Realms  #3),Elaine Cunningham,en-GB,345,05/08/2007
19885,Changeling Storytellers Guide,Mark  Hunter/Ian Lemke,eng,139,08/01/1998
19888,The Blood Wood (Earthdawn 6113),FASA Corporation/Ian Lemke/Louis J. Prosperi,eng,152,06/01/1997
19894,Basin and Range,John McPhee,eng,240,04/01/1982
19897,The Deltoid Pumpkin Seed,John McPhee,eng,192,09/01/1992
19898,Assembling California,John McPhee,eng,294,02/01/1994
19903,Qué Se Puede Esperar Cuando Se Está Esperando,Heidi Murkoff/Arlene Eisenberg,spa,624,1/31/2006
19908,Master of Swords (Mageverse #4),Angela Knight,eng,294,10/03/2006
19909,Master of the Night (Mageverse #1),Angela Knight,eng,296,10/05/2004
19910,Master of Wolves (Mageverse  #3),Angela Knight,eng,294,04/04/2006
19911,Captive Dreams,Angela Knight/Diane Whiteside,eng,336,09/05/2006
19912,Master of Dragons (Mageverse #5),Angela Knight,eng,293,06/05/2007
19913,Master of the Moon (Mageverse #2),Angela Knight,eng,336,05/03/2005
19914,Jane's Warlord (Warlord #1),Angela Knight,eng,320,06/01/2004
19916,Over The Moon (Mageverse #3.5),Angela Knight/MaryJanice Davidson/Virginia Kantra/Sunny,eng,330,01/02/2007
19949,Mr. and Mistress (Dynasties: The Elliotts #5),Heidi Betts,eng,185,05/09/2006
19961,Artesia Volume 1,Mark Smylie,eng,192,9/20/2011
19981,Law of Enclosures,Dale Peck,eng,320,02/01/1997
19983,The Drift House: The First Voyage,Dale Peck,eng,437,11/01/2006
19997,Through a Brazen Mirror,Delia Sherman/Cortney Skinner/Ellen Kushner,eng,100,2/25/2015
19998,The Porcelain Dove,Delia Sherman,eng,416,07/01/1994
20001,Interfictions: An Anthology of Interstitial Writing,Delia Sherman/Theodora Goss/K. Tempest Bradford/Karen Jordan Allen/Rachel Pollack/Veronica Schanoes/Mikal Trimm/Colin Greenland/Vandana Singh/Matthew Cheney/Léa Silhol/Adrián Ferrero/Holly Phillips/Catherynne M. Valente/Christopher Barzak/Leslie What/Anna Tambour/Joy Marchand/Jon Singer/Csilla Kleinheincz/Michael J. DeLuca,eng,291,04/01/2007
20002,The Fall of the Kings (Riverside  #3),Ellen Kushner/Delia Sherman,eng,510,9/30/2003
20019,Killing Time,Cynthia Harrod-Eagles,eng,280,02/01/1999
20021,The Tangled Thread (Morland Dynasty  #10),Cynthia Harrod-Eagles,eng,474,09/01/1987
20022,The Flood-Tide (Morland Dynasty  #9),Cynthia Harrod-Eagles,eng,428,02/01/1986
20023,The White Road (Morland Dynasty  #28),Cynthia Harrod-Eagles,eng,480,11/01/2006
20024,The Maiden (The Morland Dynasty  #8),Cynthia Harrod-Eagles,eng,413,02/01/1985
20025,The Oak Apple (Morland Dynasty  #4),Cynthia Harrod-Eagles,eng,403,05/01/2001
20026,The Emperor (The Morland Dynasty  #11),Cynthia Harrod-Eagles,eng,512,08/01/1988
20051,The Nature of the Child,Jerome Kagan,eng,352,5/13/1994
20059,Confessions of a Pagan Nun,Kate Horsley,eng,191,09/10/2002
20071,Westminster Abby,Micol Ostow,eng,192,05/05/2005
20074,Changelings,Anne McCaffrey/Elizabeth Ann Scarborough,eng,320,12/26/2006
20075,Dragon's Fire (Pern  #19),Anne McCaffrey/Todd McCaffrey,eng,366,08/01/2006
20076,Maelstrom,Anne McCaffrey/Elizabeth Ann Scarborough,eng,237,1/31/2007
20086,The Mark of the Crown (Star Wars: Jedi Apprentice  #4),Jude Watson,eng,131,10/01/1999
20097,The Sea,John Banville/John      Lee,eng,0,8/15/2006
20117,Joy Within,Joan Goldstein/Manuela Soares,eng,144,11/15/1990
20118,Butch/Femme,Manuela Soares/Judy Grahn/Nisa Donnelly,eng,64,04/04/1996
20126,Expository Writing: Mini-Lessons * Strategies * Activities,Tara McCarthy/Drew Hires/Jaime Lucero/Vincent Ceci,eng,88,04/01/1998
20127,Persuasive Writing: Mini-Lessons  Strategies  Activities,Tara MacCarthy/Drew Hires,eng,64,08/01/1998
20157,McDougal Littell Science: Student Edition Grade 6 Earth Science 2006,McDougal Littell/Douglas W. Carnine,eng,972,04/12/2005
20164,Daisy Bates: Civil Rights Crusader from Arkansas,Grif Stockley,eng,340,10/18/2005
20174,The Loftier Way: Tales from the Ancient American Frontier,Blaine M. Yorgason/Brenton G. Yorgason,eng,131,12/28/1985
20179,A Higher Justice (The Trials of Kit Shannon #5),James Scott Bell,eng,303,09/01/2003
20181,Plot & Structure: Techniques and Exercises for Crafting a Plot That Grips Readers from Start to Finish,James Scott Bell,eng,234,10/06/2004
20182,Deadlock,James Scott Bell,eng,319,10/06/2002
20183,Breach of Promise,James Scott Bell,eng,345,2/15/2004
20219,Keats's Poetry and Prose,John Keats/Jeffrey N. Cox,eng,673,08/01/2008
20233,A False Mirror (Inspector Ian Rutledge  #9),Charles Todd,eng,384,01/09/2007
20234,Wings of Fire (Inspector Ian Rutledge  #2),Charles Todd,eng,323,5/15/1999
20235,A Cold Treachery (Inspector Ian Rutledge  #7),Charles Todd,eng,416,8/30/2005
20236,The Murder Stone,Charles Todd,eng,416,8/31/2004
20237,Legacy of the Dead (Inspector Ian Rutledge  #4),Charles Todd,eng,356,06/01/2001
20238,A Fearsome Doubt (Inspector Ian Rutledge  #6),Charles Todd,eng,384,7/29/2003
20239,Watchers of Time (Inspector Ian Rutledge  #5),Charles Todd,eng,421,7/30/2002
20240,Search the Dark (Inspector Ian Rutledge  #3),Charles Todd,eng,310,5/15/2000
20241,Bill Bryson's African Diary,Bill Bryson,eng,63,12/02/2002
20249,Hunters of Dune (Dune Chronicles  #7),Brian Herbert/Kevin J. Anderson,eng,524,8/22/2006
20250,The Battle Of Corrin (Legends of Dune  #3),Brian Herbert/Kevin J. Anderson,eng,624,09/01/2004
20252,House Corrino (Prelude to Dune #3),Brian Herbert/Kevin J. Anderson,eng,667,8/27/2002
20253,House Harkonnen (Prelude to Dune #2),Brian Herbert/Kevin J. Anderson,eng,733,8/28/2001
20254,Doctor Who: The Inside Story,Gary Russell,eng,256,10/26/2006
20258,Doctor Who Short Trips: Repercussions,Gary Russell/Peter Anghelides/J. Shaun Lyon/Jon de Burgh Miller/Eddie Robson/Todd Green/Andy Russell/Andrew Collins/Kathryn Sullivan/Iain McLaughlin/Mark Michalowski/Joseph Lidster/Trevor Baxendale/Colin Brake/Claire Bartlett/Sarah Groenewegen/Trey Korte/Andy Frankham-Allen,eng,246,07/01/2004
20264,Gerontius,James Hamilton-Paterson,eng,272,4/17/2002
20287,Hellstrom's Hive,Frank Herbert,eng,312,3/23/1982
20315,The Dark City (Eliot Ness  #1),Max Allan Collins,eng,233,08/01/2005
20316,Bullet Proof (Eliot Ness  #3),Max Allan Collins,eng,197,12/20/2005
20323,The Penguin Companion to European Literature,Anthony Thorlby,eng,907,5/30/1969
20327,West To Eden,Gloria Goldreich,eng,501,12/01/1988
20343,The Various,Steve Augarde,eng,448,11/08/2005
20351,Truman Capote: In Which Various Friends  Enemies  Acquaintances  and Detractors Recall His Turbulent Career,George Plimpton,eng,498,11/10/1998
20355,The Burnt Orange Heresy,Charles Willeford,eng,144,12/20/1999
20367,Ewan McGregor: From Junkie to Jedi,Brian J. Robb,eng,144,05/05/1999
20381,Shadow Twin,Gardner Dozois/George R.R. Martin/Daniel Abraham,eng,114,06/01/2005
20394,Der Prophet,Kahlil Gibran,ger,95,09/01/2001
20398,Le prophète,Kahlil Gibran,fre,172,10/08/2002
20408,The Complete Stories of Robert Louis Stevenson: Strange Case of Dr. Jekyll and Mr. Hyde and Nineteen Other Tales,Robert Louis Stevenson/Barry Menikoff,eng,818,10/08/2002
20410,The Complete Short Stories Of Robert Louis Stevenson: With A Selection Of The Best Short Novels,Robert Louis Stevenson/Charles Neider,eng,720,8/22/1998
20413,A Child's Garden of Verses,Robert Louis Stevenson/Tasha Tudor,eng,67,02/01/1999
20417,Have Space Suit—Will Travel,Robert A. Heinlein,eng,276,02/08/2005
20420,Practicalities,Marguerite Duras/Barbara Bray,eng,143,10/22/1993
20422,Le ravissement de Lol V. Stein,Marguerite Duras,fre,192,6/25/1976
20423,India Song,Marguerite Duras/Barbara Bray,eng,146,1/13/1994
20424,Clown,Quentin Blake,eng,32,9/15/1998
20425,The Spiral Stair (Arabel and Mortimer  #6),Joan Aiken/Quentin Blake,eng,62,08/01/2000
20429,A Near Thing for Captain Najork (Captain Najork #2),Russell Hoban/Quentin Blake,eng,32,10/01/2006
20468,Cover Her Face (Adam Dalgliesh #1),P.D. James/Neville Teller/Robin Ellis/Sian Phillips/Hugh Grant,eng,2,05/07/2002
20498,Reptiles and Amphibians (Smithsonian Handbooks),Mark O'Shea/Tim Halliday/Jonathan Metcalf,eng,256,10/01/2002
20501,The Camera (Ansel Adams Photography  #1),Ansel Adams/Robert Hardy Baker,eng,195,06/01/1995
20502,The Negative (Ansel Adams Photography  #2),Ansel Adams/Robert Hardy Baker,eng,265,06/01/1995
20505,The Print (Ansel Adams Photography  #3),Ansel Adams/Robert Hardy Baker,eng,203,06/01/1995
20509,The Changing Status of the Artist,Emma Barker/Nick Webb/Kim W. Woods,eng,260,03/01/1999
20517,Vicars of Christ: A History of the Popes,Charles A. Coulombe,eng,492,07/01/2003
20518,The Big Bing: Black Holes of Time Management  Gaseous Executive Bodies  Exploding Careers  and Other Theories on the Origins of the Business Universe,Stanley Bing,eng,368,01/03/2006
20519,What Would Machiavelli Do?: The Ends Justify the Meanness,Stanley Bing,eng,176,7/28/2004
20525,William James: In the Maelstrom of American Modernism,Robert D. Richardson Jr.,eng,622,11/09/2006
20531,Cliffs Notes on Wright's Black Boy,Carl Senna/CliffsNotes/Richard Wright,eng,56,05/05/1971
20547,The Wit and Wisdom of Abraham Lincoln: A Book of Quotations,Abraham Lincoln/Bob Blaisdell,eng,96,08/08/2005
20549,Speeches and Writings 1832–1858,Abraham Lincoln/Don E. Fehrenbacher,eng,898,10/01/1989
20552,Selected Speeches and Writings,Abraham Lincoln/Gore Vidal,eng,515,2/18/1992
20562,George Eliot: The Last Victorian,Kathryn  Hughes,eng,416,07/02/2001
20564,The Mill on the Floss,George Eliot/A.S. Byatt,eng,579,2/27/2003
20567,Scenes of Clerical Life,George Eliot/Thomas A. Noble,eng,310,1/24/2002
20645,Terry Jones' Medieval Lives,Terry Jones/Alan Ereira,eng,240,05/05/2005
20646,Terry Jones' Fairy Tales,Terry Jones/Michael Foreman,eng,160,06/01/1993
20657,Some Ether,Nick Flynn,eng,85,05/01/2000
20660,Tin House: Evil (Volume 8 no. 3),Chris Adrian/Nick Flynn/Francine Prose/Josip Novakovich/Moonshine,eng,224,04/06/2007
20661,A Note Slipped Under the Door: Teaching from Poems We Love,Nick Flynn/Shirley McPhillips/Philippa Stratton,eng,256,01/01/2000
20668,The Trouble with Testosterone and Other Essays on the Biology of the Human Predicament,Robert M. Sapolsky,eng,288,4/24/1998
20671,Monkeyluv: And Other Essays on Our Lives as Animals,Robert M. Sapolsky,en-CA,209,10/10/2006
20677,Literary Criticism  Vol. 1: Essays on Literature / American Writers / English Writers,Henry James/Leon Edel/Mark Wilson,eng,1504,12/01/1984
20679,Advanced Statistics Demystified,Larry J. Stephens,eng,324,06/07/2004
20687,Lilly's Big Day,Kevin Henkes,eng,40,3/28/2006
20692,Chester's Way,Kevin Henkes,eng,32,9/22/1997
20694,Julius  the Baby of the World,Kevin Henkes,eng,32,9/21/1995
